;name;id;wikidataId;firstAuthor;numOfCoAuthors;title;subtitle;normalizedGenre;digitalSource;originalSourcePublisher;originalSourcePubPlace;originalSourceYear;originalSourceNumberOfPages;yearNormalized;size;libretto;averageClustering;density;averagePathLength;maxDegreeIds;averageDegree;diameter;yearPremiered;yearPrinted;maxDegree;numOfSpeakers;numOfSpeakersFemale;numOfSpeakersMale;numOfSpeakersUnknown;numPersonGroups;numConnectedComponents;numEdges;yearWritten;numOfSegments;wikipediaLinkCount;numOfActs;wordCountText;wordCountSp;wordCountStage;numOfP;numOfL;firstAuthorFirstname;firstAuthorGender;BDSL_autortitel;BDSL_autor
0;adolph-am-ersten-mai;ger000569;Q111795417;Adolph;0;Am ersten Mai;Eine Tragikomödie der Arbeit aus Friedenstagen;;https://www.projekt-gutenberg.org/adolph/am1mai/index.html;;;;;1919;7;False;0.738095238095238;0.6190476190476191;1.380.952.380.952.380;mieter;37.142.857.142.857.100;2;1920;1919.0;6;7;2;5;0;;1;13;;18;0;0;7696;7438;998;244;2;Karl;male;0;1
1;alberti-brot;ger000171;Q51370104;Alberti;0;Brot!;Ein soziales Schauspiel in fünf Akten;;http://www.textgridrep.org/textgrid:jkjf.0;;;;;1888;49;False;0.8497673123239153;0.3129251700680272;1.751.700.680.272.100;muenzer;15.020.408.163.265.300;3;;1888.0;40;49;7;24;18;;1;368;1888;36;0;5;28744;26008;1771;797;12;Konrad;male;0;2
2;alberti-im-suff;ger000041;Q51370930;Alberti;0;Im Suff;Naturalistische Spital-Katastrophe in zwei Vorgängen und einem Nachgang;;http://www.textgridrep.org/textgrid:jkjb.0;;;;;1890;14;False;0.9642857142857144;0.5274725274725275;10.588.235.294.117.600;several characters;6.857.142.857.142.850;2;;1890.0;9;14;3;10;1;;2;48;;4;0;0;12497;11454;4016;365;191;Konrad;male;0;2
3;andre-der-comoedienfeind;ger000525;Q105436023;André;0;Der Comödienfeind;Ein Lustspiel in einem Aufzuge;Comedy;https://books.google.com/books?id=hOtRhHivrfQC&printsec=frontcover;Weiß;Offenbach am Mayn;1765.0;;1765;6;False;1.0;1.0;1.0;several characters;5.0;1;;1765.0;5;6;2;4;0;;1;15;;9;0;0;5712;5614;552;225;0;Johann;male;0;407
4;angely-prinz-tu-ta-tu;ger000576;Q111976082;Angely;0;Prinz Tu-Ta-Tu;Burleske mit Gesang nach Sauvage;Comedy;https://de.wikisource.org/wiki/Prinz_Tu-Ta-Tu;;;;;1835;8;False;0.8904761904761905;0.8214285714285714;11.785.714.285.714.200;chor_volk|gululi;Mai 75;2;1835;1836.0;7;8;1;6;1;;1;23;;13;0;0;7873;7416;894;342;124;Louis;male;0;3
5;anonym-der-deutsche-student;ger000588;Q112943724;(Anonym);0;Der deutsche Student;Ein Trauerspiel in fünf Aufzügen;Tragedy;https://books.google.com/books?id=F7XPW3ReAeIC&printsec=frontcover;;;;;1779;20;False;0.6426862026862027;0.1789473684210526;19.155.844.155.844.100;waker;03. Apr;3;;1779.0;14;20;3;17;0;;2;34;;25;0;5;5452;5182;310;190;7;[keine Angabe];unknown;0;0
6;anzengruber-das-vierte-gebot;ger000129;Q1171707;Anzengruber;0;Das vierte Gebot;Volksstück in vier Akten;;http://www.textgridrep.org/textgrid:jn5z.0;;;;;1877;32;False;0.7734991961858381;0.2903225806451613;18.528.225.806.451.600;martin;9.0;4;1877;1878.0;24;32;8;23;1;;1;144;;40;1;4;19774;18773;4092;780;0;Ludwig;male;5;37
7;anzengruber-der-gwissenswurm;ger000120;Q1194083;Anzengruber;0;Der Gwissenswurm;Bauernkomödie mit Gesang in drei Akten;Comedy;http://www.textgridrep.org/textgrid:jn6k.0;;;;;1874;15;False;0.785218855218855;0.4;14.683.544.303.797.400;dusterer;05. Jun;2;1874;1874.0;12;15;5;9;1;;2;42;;34;1;3;17114;16392;2269;640;124;Ludwig;male;2;37
8;anzengruber-der-meineidbauer;ger000054;Q1195757;Anzengruber;0;Der Meineidbauer;Volksstück mit Gesang in drei Akten;;http://www.textgridrep.org/textgrid:jn65.0;;;;;1871;22;False;0.8339703226066862;0.2597402597402597;2.038.961.038.961.030;vroni;5.454.545.454.545.450;4;1871;1871.0;14;22;10;12;0;;1;60;;26;1;3;24566;23650;2756;556;73;Ludwig;male;1;37
9;anzengruber-der-pfarrer-von-kirchfeld;ger000337;Q5261190;Anzengruber;0;Der Pfarrer von Kirchfeld;Volksstück mit Gesang in vier Akten;;http://www.textgridrep.org/textgrid:jn73.0;;;;;1870;22;False;0.778463455736183;0.4025974025974026;1.748.917.748.917.740;schulmeister;8.454.545.454.545.450;3;1870;1871.0;18;22;3;14;5;;1;93;1869;26;1;4;22589;21372;2473;626;68;Ludwig;male;0;37
10;anzengruber-die-kreuzelschreiber;ger000304;Q1214035;Anzengruber;0;Die Kreuzelschreiber;Bauernkomödie mit Gesang in drei Akten;Comedy;http://www.textgridrep.org/textgrid:jn6f.0;;;;;1872;23;False;0.8438809459337119;0.5770750988142292;15.256.916.996.047.400;steinklopferhanns;12.695.652.173.913.000;3;1872;1872.0;20;23;5;14;4;;1;146;;23;1;3;18896;17820;3831;651;237;Ludwig;male;2;37
11;anzengruber-heimgfunden;ger000039;Q51371015;Anzengruber;0;Heimg'funden;Wiener Weihnachtskomödie in drei Akten;Comedy;http://www.textgridrep.org/textgrid:jn6r.0;;;;;1885;30;False;0.8429579951638774;0.3103448275862069;2.034.482.758.620.680;thomas;9.0;3;1885;1885.0;17;30;9;17;4;;1;135;1884/1885;36;0;3;26742;25733;4313;869;34;Ludwig;male;0;37
12;arnim-das-loch;ger000407;Q51529377;Arnim;0;Das Loch oder Das wiedergefundene Paradies;Ein Schattenspiel;;http://www.textgridrep.org/textgrid:k7f7.0;;;;;1811;22;False;0.8504138018843901;0.3593073593073593;17.532.467.532.467.500;esel;7.545.454.545.454.540;3;1811;1813.0;18;22;1;6;15;;1;83;1811;17;1;2;6781;5934;246;1;811;Achim;male;0;745
13;arnim-halle;ger000301;Q52770871;Arnim;0;Halle;Ein Studentenspiel in drei Aufzügen;;http://www.textgridrep.org/textgrid:k77x.0;;;;;1811;81;False;0.8810611079095318;0.145679012345679;2.022.530.864.197.530;cardenio;1.165.432.098.765.430;4;;1811.0;61;81;14;57;10;;1;472;;49;1;3;47644;46628;2565;1179;906;Achim;male;7;745
14;arnim-jerusalem;ger000195;Q52770963;Arnim;0;Jerusalem;Ein Pilgerabenteuer;;http://www.textgridrep.org/textgrid:k59h.0;;;;;1811;72;False;0.8949685978800663;0.2085289514866979;18.507.005.253.940.400;sidney;14.805.555.555.555.500;3;;1811.0;52;72;15;50;7;;2;533;;13;1;0;29244;28803;1725;784;866;Achim;male;7;745
15;arnim-marino-caboga;ger000270;Q52320710;Arnim;0;Marino Caboga;Dramatische Erzählung in drei Handlungen;;http://www.textgridrep.org/textgrid:k4xx.0;;;;;1826;22;False;0.805738937704882;0.6017316017316018;12.722.513.089.005.200;several characters;12.636.363.636.363.600;2;;1826.0;19;22;2;15;5;;2;139;;4;0;3;15415;15265;716;331;191;Achim;male;2;745
16;auenbrugger-der-rauchfangkehrer;ger000193;Q913519;Auenbrugger;0;Der Rauchfangkehrer oder Die unentbehrlichen Verräther ihrer Herrschaften aus Eigennutz;Ein musikalisches Lustspiel in drey Aufzügen;Comedy;http://www.textgridrep.org/textgrid:k8cn.0;;;;;1781;20;False;0.8268016297428062;0.4526315789473684;15.947.368.421.052.600;herr_von_baer;08. Jun;3;1781;;18;20;6;10;4;;1;86;;50;5;3;15982;14885;3191;652;430;Leopold;male;0;0
17;avenarius-faust;ger000278;Q51371132;Avenarius;0;Faust;Ein Spiel;;http://www.textgridrep.org/textgrid:k936.0;;;;;1919;95;False;0.9516021045030356;0.148488241881299;181.531.393.568.147;faust;13.957.894.736.842.100;3;;1919.0;77;95;6;79;10;;2;663;;12;1;5;26474;25654;3543;94;3008;Ferdinand;male;0;2
18;ayrenhoff-der-postzug;ger000211;Q52692254;Ayrenhoff;0;Der Postzug oder die noblen Passionen;Ein Lustspiel in zween Aufzügen;Comedy;http://www.textgridrep.org/textgrid:k93g.0;;;;;1769;11;False;0.8207792207792209;0.7636363636363637;12.363.636.363.636.300;die_baroninn;7.636.363.636.363.630;2;;1769.0;10;11;3;8;0;;1;42;;28;0;2;14084;13700;583;725;0;Cornelius;male;0;17
19;ayrenhoff-virginia;ger000282;Q51529492;Ayrenhoff;0;Virginia oder Das abgeschaffte Decemvirat;Trauerspiel in vier Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:k93c.0;;;;;1790;21;False;0.8257055502853822;0.4809523809523809;15.380.952.380.952.300;quintus|ruffus;961.904.761.904.762;3;;1790.0;18;21;3;9;9;;1;101;;29;0;4;16583;15031;908;0;2247;Cornelius;male;0;17
20;baeuerle-die-buerger-in-wien;ger000355;Q35984744;Bäuerle;0;Die Bürger in Wien;Lokale Posse in drei Akten;Comedy;http://www.textgridrep.org/textgrid:kd4c.0;;;;;1813;19;False;0.8571968193485222;0.5321637426900585;14.678.362.573.099.400;staberl;9.578.947.368.421.050;2;1813;1820.0;18;19;4;13;2;;1;91;;50;2;3;16210;15686;1204;642;52;Adolf;male;1;16
21;baeuerle-doktor-fausts-mantel;ger000216;Q36157957;Bäuerle;0;Doktor Faust's Mantel;Ein Zauberspiel mit Gesang in zwey Acten;;http://www.textgridrep.org/textgrid:kd4g.0;;;;;1817;27;False;0.7276554237338551;0.2792022792022792;18.061.538.461.538.400;winter;72.592.592.592.592.500;3;1817;1819.0;21;27;5;16;6;;2;98;;52;1;2;17651;16564;2683;602;259;Adolf;male;0;16
22;baggesen-der-vollendete-faust;ger000555;Q1199802;Baggesen;0;Der vollendete Faust oder Romanien in Jauer;Ein dramatisches Gedicht in drei Abtheilungen;Comedy;http://www.textgridrep.org/textgrid:kcj3.0;;;;;1808;162;False;0.8597502474230897;0.09899547580707;2.647.007.322.508.750;hans_wurst_echo;15.938.271.604.938.200;5;;1836.0;62;162;24;133;5;;2;1291;1808;101;1;12;49232;46491;5946;212;6461;Jens;male;0;22
23;bahr-das-konzert;ger000565;Q1169375;Bahr;0;Das Konzert;Lustspiel in drei Akten;Comedy;https://www.projekt-gutenberg.org/bahr/konzert/index.html;;;;;1909;16;False;0.9156593406593406;0.725;1.275;heink|marie|jura;10.875;2;1909;1909.0;15;16;11;4;1;;1;87;;3;2;3;38328;37703;11390;1727;0;Hermann;male;1;327
24;ball-die-nase-des-michelangelo;ger000075;Q52692376;Ball;0;Die Nase des Michelangelo;Tragikomödie;Tragicomedy;http://www.textgridrep.org/textgrid:12675.0;;;;;1911;11;False;0.8632034632034632;0.6181818181818182;13.818.181.818.181.800;michelangelo|torrigiano;6.181.818.181.818.180;2;;1911.0;10;11;0;9;2;;1;34;1908;4;0;0;10466;10408;519;0;1374;Hugo;male;1;395
26;bauernfeld-buergerlich-und-romantisch;ger000027;Q52086398;Bauernfeld;0;Bürgerlich und Romantisch;Lustspiel in vier Akten;Comedy;http://www.textgridrep.org/textgrid:kd4z.0;;;;;1835;13;False;0.7429181929181929;0.5256410256410257;15.384.615.384.615.300;sittig|baron;6.307.692.307.692.300;3;1835;1837.0;10;13;5;8;0;;1;41;1835;51;0;4;18089;17502;1016;1156;9;Eduard;male;0;21
27;bauernfeld-grossjaehrig;ger000134;Q52085986;Bauernfeld;0;Großjährig;Lustspiel in zwei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:kd4v.0;;;;;1846;7;False;0.923809523809524;0.8095238095238095;11.904.761.904.761.900;hermann|spitz;4.857.142.857.142.850;2;1846;1846.0;6;7;2;5;0;;1;17;;25;0;2;13163;12861;1317;874;0;Eduard;male;0;21
28;bauernfeld-industrie-und-herz;ger000185;Q52084700;Bauernfeld;0;Industrie und Herz;Lustspiel in vier Aufzügen;Comedy;http://www.textgridrep.org/textgrid:kd4r.0;;;;;1842;12;False;0.8152777777777778;0.3787878787878788;17.727.272.727.272.700;hermine;4.166.666.666.666.660;3;1842;1847.0;9;12;1;11;0;;1;25;;38;0;4;14813;14347;1221;771;0;Eduard;male;0;21
29;beer-der-paria;ger000455;Q52791146;Beer;0;Der Paria;Trauerspiel in einem Aufzuge;Tragedy;http://www.textgridrep.org/textgrid:kjfg.0;;;;;1823;10;False;0.6157142857142857;0.4444444444444444;16.222.222.222.222.200;benascar;4.0;3;1823;1826.0;8;10;1;6;3;;1;20;;13;0;0;6693;6459;674;0;892;Michael;male;2;9
30;beer-struensee;ger000090;Q52885029;Beer;0;Struensee;Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:kjfc.0;;;;;1828;57;False;0.8183610716648032;0.1228070175438596;26.467.065.868.263.400;ranzau;687.719.298.245.614;5;1828;1829.0;19;57;6;48;3;;2;196;1827;65;0;5;32518;31057;2763;136;3779;Michael;male;0;9
31;benedix-das-bemooste-haupt;ger000499;Q94691831;Benedix;0;Das bemooste Haupt oder Der lange Israël;Schauspiel in vier Aufzügen;;https://de.wikisource.org/wiki/Das_bemooste_Haupt_oder_Der_lange_Israël;;;;;1839;15;False;0.8685551485551486;0.5428571428571428;1.457.142.857.142.850;strobel;07. Jun;2;1839;1840.0;14;15;3;12;0;;1;57;1838;46;1;9;17501;16958;1525;857;20;Roderich;male;0;1
32;benedix-die-hochzeitsreise;ger000035;Q52777122;Benedix;0;Die Hochzeitsreise;Lustspiel in zwei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:kjg2.0;;;;;1850;5;False;0.8666666666666666;0.8;01. Feb;edmund|hahnensporn;03. Feb;2;1850;1853.0;4;5;2;3;0;;1;8;1849;10;0;2;11130;10989;1557;510;0;Roderich;male;0;1
33;benedix-die-luegnerin;ger000354;Q52785236;Benedix;0;Die Lügnerin;Lustspiel in einem Aufzuge;Comedy;http://www.textgridrep.org/textgrid:kjfz.0;;;;;1849;8;False;0.9404761904761904;0.8214285714285714;11.785.714.285.714.200;constanze|moritz;Mai 75;2;1849;1851.0;7;8;3;5;0;;1;23;1848;8;0;0;6464;6302;708;360;0;Roderich;male;0;1
34;benedix-doctor-wespe;ger000502;Q99458552;Benedix;0;Doctor Wespe;Lustspiel in fünf Aufzügen;Comedy;https://books.google.com/books?id=9_1_hF3PeTsC&pg=PA159;;;;;1842;12;False;0.8151455026455027;0.6666666666666666;13.484.848.484.848.400;thekla|theudelinde;7.333.333.333.333.330;3;1842;1844.0;10;12;5;7;0;;1;44;1841;51;1;9;23310;22847;1656;1326;25;Roderich;male;0;1
35;benkowitz-die-jubelfeier-der-hoelle;ger000314;Q52885175;Benkowitz;0;Die Jubelfeier der Hölle, oder Faust der jüngere;Ein Drama zum Anfang des neunzehnten Jahrhunderts;;http://www.textgridrep.org/textgrid:kjgc.0;;;;;1801;24;False;0.7985825517075517;0.3079710144927536;1.920.289.855.072.460;satan;7.083.333.333.333.330;3;;1801.0;17;24;4;20;0;;1;85;;68;0;5;27726;26285;2623;993;7;Karl;male;0;1
36;berg-kalisch-berlin-wie-es-weint-und-lacht;ger000128;Q52885370;Berg;1;Berlin, wie es weint und lacht;Volksstück mit Gesang in 3 Aufzügen und 11 Bildern;;http://www.textgridrep.org/textgrid:kjgj.0;;;;;1858;35;False;0.6933825406005857;0.1966386554621848;20.541.082.164.328.600;ferdinand;6.685.714.285.714.280;4;1858;1858.0;20;35;10;22;3;;2;117;;54;0;3;18624;17194;3779;636;477;O.;unknown;0;3883
37;bernard-faust;ger000242;Q1126880;Bernard;0;Faust;Große romantische Oper in drei Akten;;http://www.textgridrep.org/textgrid:kjgv.0;;;;;1816;22;True;0.8004584210079567;0.4458874458874459;15.757.575.757.575.700;chor;9.363.636.363.636.360;3;1816;;19;22;7;12;3;;1;103;;46;9;3;10145;9458;1945;0;1434;Josef;male;1;0
38;beyer-der-hausherr-in-der-klemme;ger000582;Q111939679;Beyer;0;Der Hausherr in der Klemme;Ein Spiel in Versen in einem Aufzug;Comedy;https://de.wikisource.org/wiki/Der_Hausherr_in_der_Klemme;;;;;1813;2;False;0.0;1.0;1.0;der_hausherr|die_haushaelterin;1.0;1;;1813.0;1;2;1;1;0;;1;1;;9;0;0;4884;4770;472;0;503;Heinrich;male;0;6
39;bierbaum-stella-und-antonie;ger000604;Q116445875;Bierbaum;0;Stella und Antonie;Schauspiel in vier Aufzügen;;https://www.projekt-gutenberg.org/bierbaum/stelanto/index.html;Langen;München;1903.0;162.0;1903;20;False;0.8784947143499775;0.6578947368421053;13.421.052.631.578.900;johann_christian|antonie;12. Mai;2;1903;1903.0;19;20;6;13;1;;1;125;;4;0;4;23474;22467;4053;708;237;Otto;male;0;58
40;birch-pfeiffer-die-grille;ger000599;Q116008549;Birch-Pfeiffer;0;Die Grille;Ländliches Charakterbild in fünf Aufzügen. Mit teilweiser Benutzung einer Erzählung der George Sand;;https://www.projekt-gutenberg.org/birchpf/grille/index.html;Hendel;Halle a. d. S.;1899.0;84.0;1856;18;False;0.8088454755121421;0.4836601307189542;15.947.712.418.300.600;fanchon|didier;8.222.222.222.222.220;3;1856;1856.0;15;18;8;9;1;;1;74;;53;0;5;27269;25452;6302;792;15;Charlotte;female;0;38
41;birch-pfeiffer-die-walpurgisnacht;ger000151;Q52886267;Birch-Pfeiffer;0;Die Walpurgisnacht;Dramatisches Volksmärchen in vier Acten;;http://www.textgridrep.org/textgrid:kmdk.0;;;;;1830;26;False;0.8020790612895878;0.2;2.055.384.615.384.610;else;5.0;4;1830;1866.0;19;26;9;13;4;;1;65;1827;42;0;4;17810;16944;3251;459;120;Charlotte;female;0;38
42;birch-pfeiffer-in-der-heimath;ger000268;Q52886301;Birch-Pfeiffer;0;In der Heimath;Original-Schauspiel in fünf Acten;;http://www.textgridrep.org/textgrid:kmdh.0;;;;;1865;18;False;0.8290388623721959;0.5294117647058824;1.522.875.816.993.460;rose;9.0;3;1865;1865.0;15;18;8;10;0;;1;81;;39;0;5;25239;24493;4202;861;0;Charlotte;female;0;38
43;birch-pfeiffer-johannes-gutenberg;ger000411;Q52087355;Birch-Pfeiffer;0;Johannes Gutenberg;Original-Schauspiel in drei Abtheilungen;;http://www.textgridrep.org/textgrid:kmdp.0;;;;;1835;14;False;0.6446145124716552;0.4065934065934066;16.703.296.703.296.700;guttenberg;5.285.714.285.714.280;3;1835;1836.0;10;14;5;9;0;;1;37;1834;33;0;5;19071;18578;2981;359;34;Charlotte;female;0;38
44;birch-pfeiffer-pfeffer-roesel;ger000247;Q52886335;Birch-Pfeiffer;0;Pfeffer-Rösel oder Die Frankfurter Messe im Jahre 1297;Schauspiel in fünf Aufzügen;;http://www.textgridrep.org/textgrid:kmdw.0;;;;;1829;40;False;0.8337975207059822;0.4141025641025641;1.714.102.564.102.560;roesel|bandini;16.15;4;1829;1833.0;32;40;6;31;3;;1;323;;37;0;5;19919;18380;4849;446;18;Charlotte;female;0;38
45;birch-pfeiffer-vatersorgen;ger000092;Q52743300;Birch-Pfeiffer;0;Vatersorgen;Komisches Zeitgemälde in drei Akten;Comedy;http://www.textgridrep.org/textgrid:kmdt.0;;;;;1849;13;False;0.8634698634698635;0.5512820512820513;1.448.717.948.717.940;krabbe|baron;6.615.384.615.384.610;2;1850;1849.0;12;13;4;9;0;;1;43;1849;45;0;3;20527;20131;3473;738;0;Charlotte;female;0;38
46;bleibtreu-ein-faust-der-that;ger000322;Q51450463;Bleibtreu;0;Ein Faust der That;Tragödie in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:kmq3.0;;;;;1889;23;False;0.9106144225945004;0.8300395256916996;11.699.604.743.083.000;several characters;1.826.086.956.521.730;2;;1889.0;22;23;0;22;1;;1;210;;5;0;5;36295;35604;3036;1401;40;Karl;male;0;5
47;bleibtreu-weltgericht;ger000065;Q51450656;Bleibtreu;0;Weltgericht;Tragödie in 2 Theilen und 5 Akten;Tragedy;http://www.textgridrep.org/textgrid:kmqb.0;;;;;1888;49;False;0.915485473160083;0.5051020408163265;14.948.979.591.836.700;talleyrand|barras;24.244.897.959.183.600;2;1902;1888.0;48;49;6;39;4;;1;594;;5;0;5;17528;16945;3914;1061;19;Karl;male;0;5
48;blumenthal-im-weissen-roessl;ger000165;Q52886502;Blumenthal;1;Im weißen Rößl;Lustspiel in drei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:knb2.0;;;;;1898;36;False;0.8939895618607304;0.5555555555555556;1.415.126.050.420.160;leopold;19.444.444.444.444.400;3;1898;1898.0;33;36;13;23;0;;2;350;;38;0;3;23477;22514;3154;1270;32;Oskar;male;0;1
49;bodmer-odoardo-galotti-vater-der-emilia;ger000449;Q51450870;Bodmer;0;Odoardo Galotti, Vater der Emilia;Ein Pendant zu Emilia. In einem Aufzuge und Epilogus zur Emilia Galotti;;http://www.textgridrep.org/textgrid:kp19.0;;;;;1778;6;False;0.3888888888888888;0.3333333333333333;01. Jul;odoardo;16.666.666.666.666.600;3;;1778.0;3;6;3;3;0;;2;5;1773;6;0;0;5409;5333;117;74;6;Johann;male;0;135
52;bossdorf-bahnmeister-dood;ger000199;Q52886683;Boßdorf;0;Bahnmeister Dood;En nedderdüütsch Drama in fief Akten;;http://www.textgridrep.org/textgrid:kpsp.0;;;;;1919;4;False;1.0;1.0;1.0;several characters;3.0;1;1919;1919.0;3;4;2;2;0;;1;6;;5;0;5;19757;19322;3189;747;0;Hermann;male;0;0
54;brachvogel-narziss;ger000473;Q64711356;Brachvogel;0;Narziß;Ein Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:kq01.0;;;;;1856;35;False;0.8587271120532088;0.3966386554621848;16.436.974.789.915.900;choiseul;13.485.714.285.714.200;3;1856;1857.0;28;35;9;25;1;;1;236;1855;44;1;5;21928;19117;3124;635;35;Albert;male;0;2
55;brandes-ariadne-auf-naxos;ger000048;Q4790181;Brandes;0;Ariadne auf Naxos;Ein Duodrama mit Musick;;http://www.textgridrep.org/textgrid:kq0w.0;;;;;1775;3;True;0.0;0.6666666666666666;13.333.333.333.333.300;ariadne;13.333.333.333.333.300;2;1775;;2;3;2;1;0;;1;2;;2;4;0;2472;1930;305;0;184;Johann;male;1;7
56;brandes-hans-von-zanow-oder-der-landjunker-in-berlin;ger000610;Q117067928;Brandes;0;Hans von Zanow oder: Der Landjunker in Berlin;Ein Lustspiel in fünf Aufzügen;Comedy;https://books.google.com/books?id=be9VLwc--IoC&printsec=frontcover;Bohn;Hamburg;1785.0;134.0;1785;17;False;0.7899159663865546;0.4558823529411764;15.441.176.470.588.200;hans|lieschen;7.294.117.647.058.820;2;1785;1785.0;16;17;4;13;0;;1;62;;54;0;5;20358;19044;1602;1043;0;Johann;male;0;7
57;brandes-ino;ger000177;Q52087857;Brandes;0;Ino;Ein Melodrama;;http://www.textgridrep.org/textgrid:kq0s.0;;;;;1779;9;True;0.6555555555555556;0.3888888888888889;19.444.444.444.444.400;chor;3.111.111.111.111.110;4;1779;1779.0;6;9;3;1;5;;1;14;1777;11;0;0;2468;2096;311;185;52;Johann;male;0;7
58;braun-mutter-maria;ger000573;Q112567926;Braun;0;Mutter Maria;Eine Tragödie in fünf Akten;Tragedy;https://www.projekt-gutenberg.org/braun/mutterma/index.html;;;;;1913;91;False;0.9291539427932354;0.4908424908424908;15.091.575.091.575.000;several characters;44.175.824.175.824.100;2;1913;1913.0;90;91;24;64;3;;1;2010;;5;0;5;18613;18023;3582;0;2214;Lily;female;0;24
59;braun-von-braunthal-das-nachtlager-von-granada;ger000202;Q371048;Braun von Braunthal;0;Das Nachtlager von Granada;Romantische Oper in zwei Aufzügen;;http://www.textgridrep.org/textgrid:kq6g.0;;;;;1834;11;True;0.8796536796536796;0.6909090909090909;1.309.090.909.090.900;gabriele|jaeger|chor_der_hirten;6.909.090.909.090.900;2;1834;;10;11;1;9;1;;1;38;;19;6;2;9227;8758;2556;0;1096;Karl;male;0;1
60;braun-von-braunthal-faust;ger000204;Q52886944;Braun von Braunthal;0;Faust;Eine Tragödie;Tragedy;http://www.textgridrep.org/textgrid:kq6k.0;;;;;1835;36;False;0.8225994684328019;0.238095238095238;22.111.111.111.111.100;faust;8.333.333.333.333.330;4;;1835.0;22;36;5;24;7;;1;150;;31;0;5;19300;18392;2491;0;2702;Karl;male;0;1
61;brawe-brutus;ger000472;Q51370012;Brawe;0;Brutus;Ein Trauerspiel in fünf Aufzügen;Tragedy;https://brawe.uni-leipzig.de/brutus1768/brutus1768_0_inhalt.html;;;;;1768;7;False;0.7095238095238096;0.6190476190476191;1.380.952.380.952.380;brutus;37.142.857.142.857.100;2;1770;1768.0;6;7;0;7;0;;1;13;1757/1758;34;0;5;12593;12267;262;0;1873;Joachim;male;0;5
62;brawe-der-freigeist;ger000283;Q51369297;Brawe;0;Der Freigeist;Ein Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:kq6v.0;;;;;1758;6;False;0.3888888888888888;0.4666666666666667;16.666.666.666.666.600;klerdon;2.333.333.333.333.330;3;1759;1758.0;4;6;1;5;0;;1;7;1756/1757;32;0;5;20420;20240;428;326;0;Joachim;male;0;5
63;bredow-goerne-gute-freunde;ger000606;Q116732407;Bredow-Görne;0;Gute Freunde;Dramatischer Scherz in 1 Akt;Comedy;https://books.google.com/books?id=4dIU729B0w0C&printsec=frontcover;;Berlin;1871.0;16.0;1871;13;False;1.0;1.0;1.0;several characters;12.0;1;;1871.0;12;13;6;7;0;;1;78;;1;0;1;5281;4986;475;329;0;Adele;female;0;0
64;brentano-die-gruendung-prags;ger000384;Q1213207;Brentano;0;Die Gründung Prags;Ein historisch-romantisches Drama;;http://www.textgridrep.org/textgrid:krdh.0;;;;;1814;70;False;0.8873262538626238;0.6488612836438924;13.511.387.163.561.000;wlasta|stratka|wrschowetz;4.477.142.857.142.850;2;;1814.0;69;71;27;38;5;;1;1567;1812/1814;14;1;5;78035;71783;5569;0;9599;Clemens;male;5;850
65;brentano-ponce-de-leon;ger000408;Q2103486;Brentano;0;Ponce de Leon;Lustspiel in fünf Aufzügen;Comedy;http://www.textgridrep.org/textgrid:kqwr.0;;;;;1803;37;False;0.7644662259751774;0.2312312312312312;1.895.973.154.362.410;ponce;8.324.324.324.324.320;4;1814;1803.0;27;37;8;28;1;;2;154;1801;122;1;5;39319;36332;3535;1735;248;Clemens;male;12;850
66;bretzner-belmont-und-constanze;ger000339;Q4884441;Bretzner;0;Belmont und Constanze oder Die Entführung aus dem Serail;Eine Operette in drey Akten;;http://www.textgridrep.org/textgrid:krf8.0;;;;;1781;11;False;0.6634199134199134;0.509090909090909;12.432.432.432.432.400;pedrillo;5.090.909.090.909.090;2;1781;;8;11;2;9;0;;2;28;;22;1;3;8549;8235;949;273;408;Christoph;male;0;1
67;buechner-dantons-tod;ger000085;Q920590;Büchner;0;Dantons Tod;Ein Drama;;http://www.textgridrep.org/textgrid:ksd1.0;;;;;1835;103;False;0.8982694477249267;0.1018465638682657;2.460.857.409.133.270;danton;10.388.349.514.563.100;4;1902;1835.0;43;103;19;70;14;;4;535;1835;32;12;4;20263;19903;874;724;41;Georg;male;150;2030
68;buechner-leonce-und-lena;ger000371;Q1751800;Büchner;0;Leonce und Lena;Ein Lustspiel;Comedy;http://www.textgridrep.org/textgrid:kscn.0;;;;;1838;21;False;0.9364076399790684;0.419047619047619;14.615.384.615.384.600;praesident;8.380.952.380.952.380;3;1895;1838.0;16;21;3;16;2;;2;88;1836;11;8;3;8926;8693;648;282;18;Georg;male;89;2030
69;buechner-woyzeck;ger000564;Q657215;Büchner;0;Woyzeck;Ein Drama;;http://www.textgridrep.org/textgrid:kscv.0;;;;;1837;30;False;0.7161782661782662;0.1379310344827586;19.681.978.798.586.500;woyzeck;4.0;4;1913;1875.0;21;30;7;21;2;;3;60;1836/1837;49;24;0;10353;9425;848;411;101;Georg;male;163;2030
