;name;id;wikidataId;firstAuthor;numOfCoAuthors;title;subtitle;normalizedGenre;digitalSource;originalSourcePublisher;originalSourcePubPlace;originalSourceYear;originalSourceNumberOfPages;yearNormalized;size;libretto;averageClustering;density;averagePathLength;maxDegreeIds;averageDegree;diameter;yearPremiered;yearPrinted;maxDegree;numOfSpeakers;numOfSpeakersFemale;numOfSpeakersMale;numOfSpeakersUnknown;numPersonGroups;numConnectedComponents;numEdges;yearWritten;numOfSegments;wikipediaLinkCount;numOfActs;wordCountText;wordCountSp;wordCountStage;numOfP;numOfL;firstAuthorFirstname;firstAuthorGender;BDSL_autortitel;BDSL_autor
307;koerner-zriny;ger000346;Q42197855;Körner;0;Zriny;Ein Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:r23w.0;;;;;1812;22;False;0.797830956921866;0.316017316017316;2.051.948.051.948.050;zriny;6.636.363.636.363.630;4;1812;1814.0;14;22;2;19;1;;1;73;1812;50;0;5;20898;20211;794;0;2857;Theodor;male;5;45
308;koller-der-zauberstein;ger000574;Q111592520;Koller;0;Der Zauberstein;Eine Posse in einem Aufzuge. Vierte Fortsetzung der beiden Billets;Comedy;https://de.wikisource.org/wiki/Der_Zauberstein;;;;;1804;4;False;0.5833333333333333;0.6666666666666666;13.333.333.333.333.300;goerge;2.0;2;;1804.0;3;4;1;3;0;;1;4;;15;0;0;5467;5304;302;409;0;Benedikt;male;0;1
309;kotzebue-der-arme-poet;ger000583;Q112775643;Kotzebue;0;Der arme Poet;Ein Schauspiel in Einem Akt;;https://books.google.com/books?id=RZUeAQAAIAAJ&pg=PA142-IA3;;;;;1812;5;False;0.8;0.7;01. Mär;lorenz|therese;02. Aug;2;1812;1813.0;4;5;2;3;0;;1;7;;9;0;0;6067;5929;290;242;0;August;male;2;188
310;kotzebue-der-freimaurer;ger000487;Q89212706;Kotzebue;0;Der Freimaurer;Lustspiel in Einem Act;Comedy;https://www.projekt-gutenberg.org/kotzebue/freimaur/freimaur.html;;;;;1817;4;False;0.8333333333333333;0.8333333333333334;11.666.666.666.666.600;karoline|graf;02. Mai;2;1817;1818.0;3;4;1;3;0;;1;5;;10;0;0;4531;4463;73;0;572;August;male;0;188
311;kotzebue-der-hyperboreische-esel;ger000188;Q56448380;Kotzebue;0;Der Hyperboreische Esel, oder Die heutige Bildung;Ein drastisches Drama und philosophisches Lustspiel für Jünglinge / In einem Aufzuge;Comedy;http://www.textgridrep.org/textgrid:r2mm.0;;;;;1799;6;False;1.0;1.0;1.0;several characters;5.0;1;1799;1799.0;5;6;2;4;0;;1;15;;12;0;0;7273;5671;242;321;0;August;male;0;188
312;kotzebue-der-schutzgeist;ger000485;Q88192948;Kotzebue;0;Der Schutzgeist;Eine dramatische Legende in sechs Akten nebst einem Vorspiel;;http://www.deutschestextarchiv.de/kotzebue_schutzgeist_1814;;;;;1814;28;False;0.6553803339517624;0.1428571428571428;2.502.645.502.645.500;adelheid;3.857.142.857.142.850;5;1814;1814.0;16;28;5;21;2;;1;54;;52;0;7;24976;24124;1776;0;3404;August;male;0;188
313;kotzebue-der-verschwiegene-wider-willen;ger000579;Q112164010;Kotzebue;0;Der Verschwiegene wider Willen, oder die Fahrt von Berlin nach Potsdam;Ein Lustspiel in Einem Act;Comedy;https://de.wikisource.org/wiki/Der_Verschwiegene_wider_Willen;;;;;1815;8;False;0.7696428571428572;0.6428571428571429;13.571.428.571.428.500;frosch;04. Mai;2;1815;1816.0;7;8;2;6;0;;1;18;;25;0;0;7075;6709;491;412;0;August;male;0;188
314;kotzebue-der-weibliche-jacobiner-clubb;ger000578;Q111939198;Kotzebue;0;Der weibliche Jacobiner-Clubb;Ein politisches Lustspiel in Einem Aufzug;Comedy;https://de.wikisource.org/wiki/Der_weibliche_Jacobiner-Clubb;Kummer;Leipzig;1792.0;;1791;20;False;0.865066844919786;0.7315789473684211;12.736.842.105.263.100;duport|madam_duport|antoinette;13. Sep;3;1791;1792.0;18;20;10;10;0;;1;139;1791;18;0;0;7726;7393;496;478;0;August;male;0;188
315;kotzebue-der-wirrwarr;ger000494;Q91933035;Kotzebue;0;Der Wirrwarr, oder der Muthwillige;Eine Posse in fünf Akten;Comedy;https://www.projekt-gutenberg.org/kotzebue/wirrwarr/index.html;;;;;1801;10;False;0.792063492063492;0.6222222222222222;13.777.777.777.777.700;fritz;05. Jun;2;1801;1803.0;9;10;4;6;0;;1;28;;50;0;5;18601;18022;1608;1343;0;August;male;0;188
316;kotzebue-die-beiden-klingsberg;ger000281;Q56448388;Kotzebue;0;Die beiden Klingsberg;Ein Lustspiel in vier Akten;Comedy;http://www.textgridrep.org/textgrid:r2mv.0;;;;;1801;13;False;0.7399322899322899;0.4615384615384615;1.564.102.564.102.560;graf;5.538.461.538.461.530;3;;1801.0;11;13;6;7;0;;1;36;;54;0;4;20117;19587;1520;1280;4;August;male;0;188
317;kotzebue-die-deutschen-kleinstaedter;ger000225;Q1218034;Kotzebue;0;Die deutschen Kleinstädter;Ein Lustspiel in vier Akten;Comedy;http://www.textgridrep.org/textgrid:r2m4.0;;;;;1802;13;False;0.8637362637362638;0.6666666666666666;13.333.333.333.333.300;frau_staar;8.0;2;1802;1803.0;12;13;5;7;1;;1;52;;53;1;4;18025;17479;1058;1160;21;August;male;4;188
318;kotzebue-die-indianer-in-england;ger000057;Q22712283;Kotzebue;0;Die Indianer in England;Lustspiel in drei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:r2mn.0;;;;;1789;14;False;0.9150072150072148;0.7472527472527473;12.637.362.637.362.600;kaberdar|liddy|samuel;9.714.285.714.285.710;3;1789;1790.0;12;14;3;11;0;;1;68;1788;43;0;3;23188;22649;1891;1153;0;August;male;3;188
319;kotzebue-die-spanier-in-peru;ger000490;Q90038124;Kotzebue;0;Die Spanier in Peru, oder: Rollas Tod;Ein romantisches Trauerspiel in fünf Aufzügen;Tragedy;https://www.projekt-gutenberg.org/kotzebue/rollas/index.html;;;;;1794;49;False;0.8707500730388147;0.1879251700680272;2.264.455.782.312.920;rolla;9.020.408.163.265.300;4;1794;1796.0;24;49;12;35;2;;1;221;;49;0;5;22312;21045;1869;1530;20;August;male;0;188
320;kotzebue-graf-benjowsky;ger000488;Q1541382;Kotzebue;0;Graf Benjowsky, oder: die Verschwörung auf Kamtschatka;Ein Schauspiel in fünf Aufzügen;;https://www.projekt-gutenberg.org/kotzebue/benjowsk/index.html;;;;;1794;32;False;0.8240909966494783;0.3608870967741935;16.834.677.419.354.800;benjowsky;111.875;3;1794;1795.0;29;32;2;30;0;;1;179;;34;1;5;24844;24195;2922;1834;20;August;male;2;188
321;kotzebue-maedchenfreundschaft;ger000486;Q88636794;Kotzebue;0;Mädchenfreundschaft, oder der türkische Gesandte;Ein Lustspiel in einem Akt;Comedy;https://de.wikisource.org/wiki/Mädchenfreundschaft,_oder_der_türkische_Gesandte;;;;;1805;8;False;0.9285714285714286;0.8928571428571429;11.071.428.571.428.500;several characters;Jun 25;2;1805;1805.0;7;8;5;3;0;;1;25;;14;0;0;4412;4151;485;270;0;August;male;0;188
322;kotzebue-menschenhass-und-reue;ger000142;Q1920777;Kotzebue;0;Menschenhaß und Reue;Schauspiel in fünf Aufzügen;;http://www.textgridrep.org/textgrid:r2mf.0;;;;;1788;12;False;0.768001443001443;0.6363636363636364;13.636.363.636.363.600;der_major;7.0;2;1788;1790.0;11;12;4;8;0;;1;42;;51;1;5;24335;23659;1754;1117;0;August;male;0;188
323;kotzebue-pagenstreiche;ger000495;Q92072925;Kotzebue;0;Pagenstreiche;Eine Posse in fünf Aufzügen;Comedy;https://www.projekt-gutenberg.org/kotzebue/pagenstr/index.html;;;;;1803;16;False;0.8683441558441559;0.7916666666666666;12.083.333.333.333.300;baron|deborah;11.875;2;1803;1804.0;15;16;5;11;0;;1;95;;66;0;5;22205;21227;2353;1391;69;August;male;0;188
324;kotzebue-sultan-wampum;ger000491;Q90230139;Kotzebue;0;Sultan Wampum, oder: die Wünsche;Ein orientalisches Scherzspiel mit Gesang in drei Aufzügen;Comedy;https://www.projekt-gutenberg.org/kotzebue/wampum/index.html;;;;;1791;11;False;0.8301587301587301;0.5272727272727272;14.727.272.727.272.700;wampum;52.727.272.727.272.700;2;1791;1794.0;10;11;1;8;2;;1;29;;36;0;3;13134;12591;1065;520;330;August;male;0;188
325;kotzebue-ueble-laune;ger000484;Q88089338;Kotzebue;0;Üble Laune;Ein Schauspiel in vier Akten;;https://www.projekt-gutenberg.org/kotzebue/ueblaune/index.html;;;;;1797;15;False;0.831067821067821;0.3619047619047619;17.428.571.428.571.400;ulrike|der_geheimderath;5.066.666.666.666.660;3;1797;1799.0;11;15;2;13;0;;1;38;;45;1;4;22071;21642;1833;1686;14;August;male;0;188
326;kraus-die-letzten-tage-der-menschheit;ger000480;Q1218953;Kraus;0;Die letzten Tage der Menschheit;Tragödie in fünf Akten mit Vorspiel und Epilog;Tragedy;https://www.projekt-gutenberg.org/kraus/letzttag/index.html;;;;;1919;925;False;0.8619446928874888;0.029074529074529;2.502.374.061.252.670;several characters;26.864.864.864.864.800;8;1964;1919.0;158;925;93;802;30;;120;12425;1915/1922;220;3;5;186517;172530;15083;5537;2342;Karl;male;49;1322
330;kupelwieser-fierrabras;ger000438;Q201295;Kupelwieser;0;Fierrabras;Heroisch-romantische Oper in drei Akten;;http://www.textgridrep.org/textgrid:rdg3.0;;;;;1897;18;True;0.828058053058053;0.4967320261437908;1.562.091.503.267.970;emma|die_ritter|roland;8.444.444.444.444.440;3;1897;;14;18;6;12;0;;1;76;;33;11;3;6927;6109;2147;0;780;Josef;male;0;0
331;kurz-prinzessin-pumphia;ger000144;Q56440109;Kurz;0;Prinzessin Pumphia;Eine Parodie in lächerlichen Versen;Comedy;http://www.textgridrep.org/textgrid:rdgt.0;;;;;1767;14;False;0.9068027210884354;0.4395604395604395;13.103.448.275.862.000;kulican;5.714.285.714.285.710;2;;1767.0;10;14;2;10;2;;2;40;;31;0;3;11992;10317;2792;0;1059;Joseph;male;2;18
332;lachmann-salome;ger000537;Q723407;Lachmann;0;Salome;Drama in einem Aufzuge;;http://www.textgridrep.org/textgrid:rdhd.0;;;;;1905;17;True;0.9169467787114848;0.6544117647058824;13.455.882.352.941.100;erster_soldat|jochanaan;10.470.588.235.294.100;2;1905;1905.0;16;17;2;15;0;;1;89;;4;34;0;6253;6144;475;259;0;Hedwig;female;0;13
333;laddey-maentelchen-nach-dem-winde;ger000605;Q116200056;Laddey;0;Mäntelchen nach dem Winde;Lustspiel in einem Akt;Comedy;https://books.google.com/books?id=DdxTAAAAcAAJ&printsec=frontcover;Mäntler;Stuttgart;1871.0;33.0;1871;5;False;1.0;1.0;1.0;several characters;4.0;1;;1871.0;4;5;3;2;0;;1;10;;16;0;0;9080;8846;609;279;34;Emma;female;0;0
334;larronge-hasemanns-toechter;ger000402;Q28154527;L'Arronge;0;Hasemann's Töchter;Volksstück in 4 Akten;;http://www.textgridrep.org/textgrid:rfbt.0;;;;;1879;19;False;0.8264393501235606;0.4502923976608187;16.257.309.941.520.400;emilie;8.105.263.157.894.730;3;;1879.0;15;19;8;11;0;;1;77;;61;1;4;24051;23363;2678;1258;30;Adolph;male;0;0
335;larronge-mein-leopold;ger000197;Q25203613;L'Arronge;0;Mein Leopold;Volksstück in 3 Akten;;http://www.textgridrep.org/textgrid:rfbx.0;;;;;1873;28;False;0.8197061102689144;0.3333333333333333;17.065.527.065.527.000;minna;9.0;3;1873;1876.0;22;28;7;20;1;;2;126;;61;1;6;23623;22813;4301;1239;68;Adolph;male;0;0
336;lasker-schueler-die-wupper;ger000468;Q1217638;Lasker-Schüler;0;Die Wupper;Schauspiel in fünf Aufzügen;;https://www.projekt-gutenberg.org/lasker/wupper/index.html;;;;;1909;58;False;0.9122296535684632;0.455535390199637;15.468.844.525.105.800;mutter_pius;2.596.551.724.137.930;3;1919;1909.0;56;58;16;38;4;;1;753;;6;1;5;16781;12128;6021;979;0;Else;female;21;793
337;lassalle-franz-von-sickingen;ger000287;Q56448902;Lassalle;0;Franz von Sickingen;Eine historische Tragödie;Tragedy;http://www.textgridrep.org/textgrid:rfc7.0;;;;;1859;64;False;0.8239651229081378;0.1274801587301587;27.018.849.206.349.200;franz;803.125;6;1969;1859.0;35;64;4;59;1;;1;257;1857/1858;39;0;5;43701;42299;4159;2;5669;Ferdinand;male;0;13
338;laube-die-karlsschueler;ger000453;Q56448941;Laube;0;Die Karlsschüler;;;http://www.textgridrep.org/textgrid:rfd2.0;;;;;1846;14;False;0.935697635697636;0.912087912087912;10.879.120.879.120.800;several characters;11.857.142.857.142.800;2;1846;1846.0;13;14;3;11;0;;1;83;1846;29;0;5;43266;30823;4805;1483;54;Heinrich;male;3;67
339;laube-gottsched-und-gellert;ger000063;Q56183293;Laube;0;Gottsched und Gellert;Charakterlustspiel in fünf Akten;Comedy;http://www.textgridrep.org/textgrid:rfct.0;;;;;1845;14;False;0.9798534798534798;0.978021978021978;1.021.978.021.978.020;several characters;12.714.285.714.285.700;2;1845;1846.0;13;14;4;10;0;;1;89;1845;33;0;5;41579;33086;6518;1522;4;Heinrich;male;1;67
340;laube-monaldeschi;ger000254;Q56440842;Laube;0;Monaldeschi;Tragödie in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:rfcv.0;;;;;1841;12;False;0.8317640692640693;0.6212121212121212;1.378.787.878.787.870;brahe;6.833.333.333.333.330;2;1841;1845.0;11;12;2;10;0;;1;41;;68;0;5;42112;27715;3460;723;1169;Heinrich;male;0;67
341;laube-struensee;ger000389;Q56448986;Laube;0;Struensee;Tragödie in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:rfcn.0;;;;;1844;8;False;1.0;1.0;1.0;several characters;7.0;1;1844;1846.0;7;8;2;6;0;;1;28;;44;0;5;31564;22516;4561;994;0;Heinrich;male;0;67
342;laufs-jacoby-pension-schoeller;ger000069;Q1792084;Laufs;1;Pension Schöller;Posse in drei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:rfd8.0;;;;;1890;20;False;0.8365715656892126;0.5684210526315789;14.526.315.789.473.600;kissling;10. Aug;3;1890;1890.0;18;20;7;13;0;;1;108;;36;3;3;15730;15376;1970;919;0;Carl;male;0;1
343;lautensack-die-pfarrhauskomoedie;ger000024;Q56254804;Lautensack;0;Die Pfarrhauskomödie;Carmen Sacerdotale / Drei Szenen;Comedy;http://www.textgridrep.org/textgrid:rfn5.0;;;;;1911;4;False;1.0;1.0;1.0;several characters;3.0;1;1920;1911.0;3;4;2;2;0;;1;6;;3;0;0;10949;10030;3865;617;0;Heinrich;male;0;5
344;lautensack-hahnenkampf;ger000432;Q56256241;Lautensack;0;Hahnenkampf;Eine Komödie in sechs Szenen;Comedy;http://www.textgridrep.org/textgrid:rfm5.0;;;;;1908;17;False;0.8860340639752405;0.6838235294117647;13.161.764.705.882.300;apotheker;10.941.176.470.588.200;2;;1908.0;16;17;5;11;1;;1;93;;6;0;0;11588;11198;2837;465;14;Heinrich;male;0;5
345;lautensack-medusa;ger000263;Q56256257;Lautensack;0;Medusa;Aus den Papieren eines Mönches;;http://www.textgridrep.org/textgrid:rfmj.0;;;;;1904;7;False;1.0;1.0;1.0;several characters;6.0;1;;1904.0;6;7;4;3;0;;1;21;;1;0;0;5410;4828;1030;242;0;Heinrich;male;0;5
346;leisewitz-der-besuch-um-mitternacht;ger000447;Q56449014;Leisewitz;0;Der Besuch um Mitternacht;;;http://www.textgridrep.org/textgrid:rfx8.0;;;;;1774;3;False;1.0;1.0;1.0;der_fuerst|der_kammerherr|der_geist;2.0;1;;1774.0;2;3;0;2;1;;1;3;;1;0;0;455;441;36;13;0;Johann;male;0;19
347;leisewitz-die-pfandung;ger000260;Q56449035;Leisewitz;0;Die Pfandung;;;http://www.textgridrep.org/textgrid:rfxg.0;;;;;1774;2;False;0.0;1.0;1.0;der_mann|die_frau;1.0;1;;1774.0;1;2;1;1;0;;1;1;;1;0;0;408;394;23;18;0;Johann;male;1;19
348;leisewitz-julius-von-tarent;ger000050;Q1713126;Leisewitz;0;Julius von Tarent;Ein Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:rfxf.0;;;;;1776;16;False;0.5607638888888888;0.25;2.066.666.666.666.660;julius;Mär 75;4;1776;1776.0;9;16;5;11;0;;1;30;;36;4;5;17213;16885;860;508;0;Johann;male;8;19
349;lenz-der-englaender;ger000423;Q1193157;Lenz;0;Der Engländer;Eine dramatische Phantasei;;http://www.textgridrep.org/textgrid:rhnx.0;;;;;1776;11;False;0.90981240981241;0.6363636363636364;13.636.363.636.363.600;robert;6.363.636.363.636.360;2;;1776.0;10;11;2;9;0;;1;35;1775/1776;6;1;5;6077;5847;932;155;14;Jakob;male;7;897
350;lenz-der-hofmeister;ger000338;Q21213113;Lenz;0;Der Hofmeister oder Vorteile der Privaterziehung;Eine Komödie;Comedy;http://www.textgridrep.org/textgrid:rhzq.0;;;;;1774;24;False;0.7637022699522701;0.2246376811594203;19.671.361.502.347.400;geheimer_rat;5.166.666.666.666.660;4;1778;1774.0;14;24;9;15;0;;2;62;1771/1772;35;2;5;25385;24798;1682;656;0;Jakob;male;0;897
351;lenz-der-neue-menoza;ger000400;Q1199464;Lenz;0;Der neue Menoza oder Geschichte des cumbanischen Prinzen Tandi;Eine Komödie;Comedy;http://www.textgridrep.org/textgrid:rj22.0;;;;;1774;23;False;0.7388128779433127;0.3359683794466403;19.209.486.166.007.900;graf;7.391.304.347.826.080;4;1963;1774.0;13;23;5;16;2;;1;85;1773;36;2;5;18731;18143;1415;702;1;Jakob;male;0;897
352;lenz-die-freunde-machen-den-philosophen;ger000155;Q56255339;Lenz;0;Die Freunde machen den Philosophen;Eine Komödie;Comedy;http://www.textgridrep.org/textgrid:rhjs.0;;;;;1775;17;False;0.8949346405228757;0.4632352941176471;1.536.764.705.882.350;strephon;7.411.764.705.882.350;2;;1775.0;16;17;2;15;0;;1;63;1775/1776;20;0;5;12483;12092;1503;341;8;Jakob;male;3;897
353;lenz-die-soldaten;ger000374;Q1216300;Lenz;0;Die Soldaten;Ein Schauspiel;;http://www.textgridrep.org/textgrid:rhtz.0;;;;;1776;37;False;0.7889039253489382;0.2942942942942942;1.907.936.507.936.500;mary;10.594.594.594.594.500;4;1863;1776.0;28;37;10;27;0;;2;196;1774/1775;36;2;5;16135;15495;2549;557;16;Jakob;male;46;897
355;lessing-der-freigeist;ger000379;Q51386027;Lessing;0;Der Freigeist;Ein Lustspiel in fünf Aufzügen;Comedy;http://www.textgridrep.org/textgrid:rjg0.0;;;;;1755;11;False;0.8244588744588746;0.5272727272727272;1.509.090.909.090.900;adrast|theophan;52.727.272.727.272.700;3;;1755.0;9;11;4;7;0;;1;29;1749;35;2;5;21716;21477;476;893;0;Gotthold;male;4;2729
357;lessing-der-misogyn;ger000391;Q56255302;Lessing;0;Der Misogyn;Ein Lustspiel in drei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:rkq6.0;;;;;1755;7;False;0.923809523809524;0.9047619047619048;10.952.380.952.380.900;several characters;5.428.571.428.571.420;2;;1755.0;6;7;3;4;0;;1;19;1748;23;0;3;13189;13005;347;477;0;Gotthold;male;3;2729
358;lessing-der-schatz;ger000249;Q56255327;Lessing;0;Der Schatz;Ein Lustspiel in einem Aufzuge;Comedy;http://www.textgridrep.org/textgrid:rkzk.0;;;;;1755;8;False;0.5958333333333333;0.5;15.714.285.714.285.700;anselmo;03. Mai;3;;1755.0;6;8;0;8;0;;1;14;1750;18;0;0;12417;12288;274;612;0;Gotthold;male;1;2729
360;lessing-die-juden;ger000222;Q1213679;Lessing;0;Die Juden;Ein Lustspiel in einem Aufzuge;Comedy;http://www.textgridrep.org/textgrid:rktc.0;;;;;1754;7;False;0.7;0.6666666666666666;14.285.714.285.714.200;der_reisende|das_fraeulein|lisette;4.0;3;1766;1754.0;5;7;2;5;0;;1;14;1749;23;3;0;10643;10476;397;380;0;Gotthold;male;48;2729
361;lessing-emilia-galotti;ger000088;Q782653;Lessing;0;Emilia Galotti;Ein Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:rksp.0;;;;;1772;13;False;0.5174603174603174;0.3717948717948718;17.820.512.820.512.800;marinelli;4.461.538.461.538.460;3;1772;1772.0;9;13;3;10;0;;1;29;;43;15;5;21136;20809;1332;835;0;Gotthold;male;114;2729
362;lessing-minna-von-barnhelm;ger000357;Q1209859;Lessing;0;Minna von Barnhelm oder das Soldatenglück;Ein Lustspiel in fünf Aufzügen;Comedy;http://www.textgridrep.org/textgrid:rjh9.0;;;;;1767;13;False;0.757031857031857;0.4230769230769231;16.025.641.025.641.000;von_tellheim;5.076.923.076.923.070;3;1767;1767.0;11;13;3;10;0;;1;33;;56;10;5;26429;25916;1665;1136;0;Gotthold;male;0;2729
363;lessing-miss-sara-sampson;ger000087;Q1713147;Lessing;0;Miß Sara Sampson;Ein Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:rjmw.0;;;;;1755;11;False;0.6948051948051948;0.4363636363636363;17.454.545.454.545.400;mellefont;4.363.636.363.636.360;4;1755;1755.0;7;11;5;6;0;;1;24;;44;3;5;26705;26353;808;690;0;Gotthold;male;0;2729
364;lessing-nathan-der-weise;ger000369;Q286611;Lessing;0;Nathan der Weise;Ein dramatisches Gedicht in fünf Aufzügen;;http://www.textgridrep.org/textgrid:rkpt.0;;;;;1779;14;False;0.738095238095238;0.3186813186813186;18.571.428.571.428.500;saladin;4.142.857.142.857.140;3;1783;1779.0;10;14;3;11;0;;1;29;;41;21;5;30460;29908;935;0;4740;Gotthold;male;138;2729
365;lessing-philotas;ger000194;Q6074342;Lessing;0;Philotas;Ein Trauerspiel;Tragedy;http://www.textgridrep.org/textgrid:rjqs.0;;;;;1759;4;False;0.5833333333333333;0.6666666666666666;13.333.333.333.333.300;philotas;2.0;2;1774;1759.0;3;4;0;4;0;;1;4;;8;1;0;7122;7057;85;195;0;Gotthold;male;34;2729
366;lortzing-der-waffenschmied;ger000147;Q1197876;Lortzing;0;Der Waffenschmied;Komische Oper in drei Aufzügen;;http://www.textgridrep.org/textgrid:s6kj.0;;;;;1846;12;True;0.8949735449735451;0.8333333333333334;11.666.666.666.666.600;several characters;9.166.666.666.666.660;2;1846;;11;12;2;8;2;;1;55;;38;6;3;13441;12872;1294;453;1127;Albert;male;0;5
367;lortzing-der-wildschuetz;ger000269;Q253376;Lortzing;0;Der Wildschütz oder Die Stimme der Natur;Komische Oper in drei Aufzügen;;http://www.textgridrep.org/textgrid:r2m9.0;;;;;1842;16;True;0.854229797979798;0.5;1.575;baculus|graf|baron;07. Mai;3;1842;;12;16;7;7;2;;1;60;;45;8;3;18356;17670;1938;559;1548;Albert;male;0;5
368;lortzing-zar-und-zimmermann;ger000094;Q147594;Lortzing;0;Zar und Zimmermann;Komische Oper in drei Aufzügen;;http://www.textgridrep.org/textgrid:s6kn.0;;;;;1837;20;True;0.8521944721944721;0.4105263157894737;16.842.105.263.157.800;zar|van_bett|iwanow;07. Aug;3;1837;1891.0;15;20;5;11;4;;1;78;;37;11;3;16328;15596;1890;441;1274;Albert;male;0;5
369;ludwig-der-erbfoerster;ger000011;Q56439928;Ludwig;0;Der Erbförster;Trauerspiel in fünf Aufzügen;Tragedy;http://www.textgridrep.org/textgrid:s6m6.0;;;;;1850;17;False;0.7767598414657239;0.4632352941176471;16.102.941.176.470.500;andres;7.411.764.705.882.350;3;1850;1853.0;13;17;3;14;0;;1;63;1849;44;0;5;25807;25065;3449;1122;0;Otto;male;0;98
370;ludwig-die-makkabaeer;ger000430;Q56439968;Ludwig;0;Die Makkabäer;Trauerspiel in fünf Akten;Tragedy;http://www.textgridrep.org/textgrid:s6m2.0;;;;;1854;38;False;0.8658500526759356;0.5576102418207681;14.423.897.581.792.300;simon;2.063.157.894.736.840;2;;1854.0;35;38;4;26;8;;1;392;1852;7;0;5;20808;20220;2691;0;2741;Otto;male;0;98
371;maler-mueller-fausts-leben-dramatisiert;ger000561;Q111396487;Maler Müller;0;Fausts Leben dramatisiert;;;http://www.textgridrep.org/textgrid:spgf.0;;;;;1778;73;False;0.9053719564982458;0.2039573820395738;21.773.444.753.946.100;faust;14.684.931.506.849.300;4;;1778.0;39;73;5;67;1;;3;536;1776/1778;16;0;0;25245;23687;1003;615;130;Friedrich;male;0;20
372;maler-mueller-golo-und-genovefa;ger000435;Q1536644;Maler Müller;0;Golo und Genovefa;Ein Schauspiel in fünf Aufzügen;;http://www.textgridrep.org/textgrid:spd6.0;;;;;1781;61;False;0.815496633162929;0.1655737704918032;20.956.284.153.005.400;golo;9.934.426.229.508.190;3;;1811.0;42;61;9;49;3;;1;303;1775/1781;52;1;5;47033;46225;2148;1866;261;Friedrich;male;1;20
373;malss-der-alte-buerger-capitain;ger000018;Q56379497;Malß;0;Der alte Bürger-Capitain oder Die Entführung;Lustspiel in zwei Aufzügen;Comedy;http://www.textgridrep.org/textgrid:s8bv.0;;;;;1820;16;False;0.8732548701298701;0.575;1.425;capitain;8.625;2;1821;1820.0;15;16;2;12;2;;1;69;;32;0;2;14488;13007;860;524;0;Karl;male;0;0
374;malss-die-jungfern-koechinnen;ger000044;Q54366286;Malß;0;Die Jungfern Köchinnen;Lokalposse in einem Akt;Comedy;http://www.textgridrep.org/textgrid:s8br.0;;;;;1835;11;False;0.890909090909091;0.8363636363636363;11.636.363.636.363.600;madame_hammel;8.363.636.363.636.360;2;1835;1836.0;10;11;7;4;0;;1;46;;28;0;0;9681;9309;952;452;8;Karl;male;0;0
375;may-babel-und-bibel;ger000221;Q15785023;May;0;Babel und Bibel;Arabische Fantasia in zwei Akten;;http://www.textgridrep.org/textgrid:s9j7.0;;;;;1906;31;False;0.8982858509468782;0.6387096774193548;13.612.903.225.806.400;scheik;19.161.290.322.580.600;2;;1906.0;30;31;3;20;8;;1;297;;48;1;2;27800;23163;9214;9;2558;Karl;male;4;2823
376;meisl-der-lustige-fritz;ger000119;Q36145209;Meisl;0;Der lustige Fritz oder Schlafe, Träume, stehe auf, kleide dich an und bessre dich!;Ein Märchen neuerer Zeit in zwei Aufzügen;;http://www.textgridrep.org/textgrid:sc8m.0;;;;;1818;30;False;0.8508172219936925;0.2666666666666666;1.767.816.091.954.020;fritz;7.733.333.333.333.330;3;1818;1819.0;28;30;5;11;14;;1;116;;36;2;2;14797;14137;1168;490;317;Karl;male;0;19
377;meisl-orpheus-und-euridice;ger000316;Q56255206;Meisl;0;Orpheus und Euridice oder So geht es im Olymp zu!;Eine mythologische Karrikatur in zwey Acten in Knittelreimen;;http://www.textgridrep.org/textgrid:sc8q.0;;;;;1813;23;False;0.8174178478526306;0.3873517786561264;1.675.324.675.324.670;orpheus;8.521.739.130.434.780;3;1813;1813.0;18;23;8;13;2;;2;98;;27;0;2;14053;13677;574;0;1665;Karl;male;0;19
378;moeller-der-graf-von-walltron-oder-die-subordination;ger000593;Q114711538;Möller;0;Der Graf von Walltron, oder die Subordination;Ein Originaltrauerspiel in fünf Aufzügen;Tragedy;https://books.google.com/books?id=7goAa3sq_BEC&printsec=frontcover;Hagen;Prag;1776.0;;1776;20;False;0.8207364367658485;0.4736842105263157;15.368.421.052.631.500;winter;9.0;3;1776;1776.0;18;20;3;17;0;;1;90;;30;0;5;21893;20496;2299;577;0;Heinrich;male;0;6
